City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
285,vao,-22.6667,167.4833,25.65,81,23,3.03,NC,1680479511
286,anloga,5.7947,0.8973,27.89,82,28,5.05,GH,1680479511
287,bezerros,-8.2333,-35.7969,21.84,92,100,1.54,BR,1680479511
288,alice town,25.7167,-79.3,25.17,74,9,3.57,BS,1680479512
289,fuyang,32.9,115.8167,11.74,94,100,7.22,CN,1680479512
290,sterling,39.0062,-77.4286,12.48,42,0,2.57,US,1680479373
291,hualmay,-11.0964,-77.6139,24.79,81,59,3.41,PE,1680479512
292,itarema,-2.9248,-39.9167,23.98,89,100,1.55,BR,1680479512
293,namibe,-15.1961,12.1522,23.75,79,22,4.22,AO,1680479512
294,saint-louis,16.3333,-15.0,30.8,14,93,6.07,SN,1680479512
295,babynino,54.39,35.73,6.86,91,99,1.66,RU,1680479512
296,saint-francois,46.4154,3.9054,6.69,93,100,3.6,FR,1680479512
297,neka,36.6508,53.299,7.23,80,80,2.4,IR,1680479512
298,longyearbyen,78.2186,15.6401,-8.09,93,100,0.51,SJ,1680479513
299,puerto quijarro,-17.7833,-57.7667,26.56,71,84,1.03,BO,1680479513
300,flinders,-34.5833,150.8552,22.81,75,54,0.89,AU,1680479513
301,caravelas,-17.7125,-39.2481,25.65,78,56,4.37,BR,1680479513
302,klaksvik,62.2266,-6.589,6.51,82,100,5.59,FO,1680479513
303,nortelandia,-14.4547,-56.8028,23.0,91,22,1.5,BR,1680479513
304,umm kaddadah,13.6017,26.6876,21.92,12,81,4.97,SD,1680479513
305,fiumicino,41.7675,12.2291,12.06,57,0,3.09,IT,1680479513
306,kununurra,-15.7667,128.7333,23.99,94,74,2.06,AU,1680479513
307,nara,34.6851,135.8049,13.84,30,90,1.68,JP,1680479513
308,tiangua,-3.7322,-40.9917,19.22,99,100,0.38,BR,1680479513
309,shenkursk,62.1091,42.896,-1.94,96,100,5.43,RU,1680479514
310,kavaratti,10.5669,72.642,27.54,69,13,3.97,IN,1680479514
311,bestobe,52.4994,73.0975,-0.22,41,1,3.77,KZ,1680479514
312,arica,-18.475,-70.3042,25.75,73,0,1.54,CL,1680479514
313,norman wells,65.282,-126.8329,-5.98,45,40,1.03,CA,1680479514
314,beloha,-25.1667,45.05,21.59,88,53,3.75,MG,1680479514
315,bereda,43.2686,-7.5406,2.86,100,48,0.99,ES,1680479514
316,batemans bay,-35.7167,150.1833,17.83,56,11,1.84,AU,1680479514
317,high level,58.5169,-117.136,-4.94,68,75,4.63,CA,1680479408
318,djibo,14.1022,-1.6306,27.69,10,37,2.08,BF,1680479514
319,padang,-0.9492,100.3543,24.03,94,100,2.68,ID,1680479386
320,dezhou,37.4486,116.2925,15.79,36,100,3.86,CN,1680479515
321,lorengau,-2.0226,147.2712,29.11,69,97,3.57,PG,1680479515
322,lakinsk,56.0193,39.9485,4.31,94,100,2.09,RU,1680479515
323,bemidji,47.4736,-94.8803,4.39,83,100,5.14,US,1680479515
324,varhaug,58.6147,5.6457,4.94,76,65,0.45,NO,1680479515
325,whitehorse,60.7161,-135.0538,0.05,49,100,0.89,CA,1680479295
326,sinnamary,5.3833,-52.95,24.71,84,82,4.25,GF,1680479515
327,kendari,-3.945,122.4989,24.29,91,100,1.44,ID,1680479515
328,warner robins,32.621,-83.5999,21.23,43,40,2.06,US,1680479515
329,severnyy,50.677,36.5532,7.02,60,0,2.0,RU,1680479515
330,anadyr,64.75,177.4833,-14.72,85,75,4.0,RU,1680479515
331,raga,8.4596,25.678,24.59,16,12,1.23,SS,1680479516
332,joshimath,30.5667,79.5667,6.62,51,21,3.54,IN,1680479516
333,tuensang,26.2833,94.8333,13.12,93,51,1.48,IN,1680479516
334,vostok,46.4856,135.8833,10.89,53,4,0.66,RU,1680479516
335,college,64.8569,-147.8028,-0.79,77,75,6.17,US,1680479516
336,toucheng,24.8592,121.8233,22.97,69,92,2.26,TW,1680479516
337,flin flon,54.7682,-101.865,-8.09,45,40,3.6,CA,1680479462
338,iqaluit,63.7506,-68.5145,-12.15,56,75,6.69,CA,1680479516
339,kambove,-10.8764,26.5969,15.87,98,96,1.14,CD,1680479516
340,soyo,-6.1349,12.3689,27.32,84,33,4.61,AO,1680479516
341,cooma,-36.2333,149.1333,15.87,63,20,3.55,AU,1680479516
342,brighton,50.8284,-0.1395,4.4,84,4,1.79,GB,1680479429
343,kalach-na-donu,48.691,43.5264,7.3,73,83,1.82,RU,1680479517
344,reconquista,-29.15,-59.65,20.98,42,18,3.52,AR,1680479517
345,bosanska gradiska,45.1411,17.25,7.14,78,89,3.95,BA,1680479517
346,noumea,-22.2763,166.4572,30.99,99,19,3.82,NC,1680479472
347,yamethin,20.4333,96.15,23.35,60,40,2.82,MM,1680479517
348,zvishavane,-20.3267,30.0665,15.75,95,3,0.43,ZW,1680479517
349,brownfield,33.1812,-102.2744,28.3,7,0,5.48,US,1680479517
350,hofn,64.2539,-15.2082,3.06,97,100,4.44,IS,1680479517
351,plettenberg bay,-34.0527,23.3716,18.02,89,79,4.42,ZA,1680479517
352,dunedin,-45.8742,170.5036,16.0,53,14,0.45,NZ,1680479260
353,te anau,-45.4167,167.7167,13.37,55,33,0.73,NZ,1680479518
354,chiguayante,-36.9167,-73.0167,14.29,67,0,5.14,CL,1680479518
355,sayaxche,16.5167,-90.1667,29.52,33,51,2.94,GT,1680479518
356,fort nelson,58.8053,-122.7002,1.08,48,75,1.79,CA,1680479519
357,belaya gora,68.5333,146.4167,-17.91,85,31,4.59,RU,1680479519
358,laramie,41.3114,-105.5911,6.42,62,100,7.2,US,1680479519
359,kodinsk,58.6881,99.1844,-6.95,88,100,4.42,RU,1680479519
360,ajdabiya,30.7554,20.2263,22.38,14,5,10.27,LY,1680479519
361,ayan,56.45,138.1667,-5.24,63,74,1.5,RU,1680479519
362,springfield,37.2153,-93.2982,22.92,35,40,7.2,US,1680479441
363,krutikha,53.9599,81.2093,-6.53,74,58,1.83,RU,1680479520
364,manoharpur,27.3,75.95,20.98,48,0,2.5,IN,1680479520
365,pisco,-13.7,-76.2167,25.03,83,0,7.72,PE,1680479520
366,bandarbeyla,9.4942,50.8122,27.12,77,34,2.79,SO,1680479520
367,kaitangata,-46.2817,169.8464,16.07,57,41,1.76,NZ,1680479520
368,zhezkazgan,47.8043,67.7144,1.86,34,44,7.12,KZ,1680479520
369,sao miguel,-5.4667,-35.3667,26.43,75,99,2.59,BR,1680479520
370,jacareacanga,-6.2222,-57.7528,21.2,99,100,1.36,BR,1680479520
371,maraa,-1.8333,-65.3667,23.52,97,92,1.2,BR,1680479520
372,isangel,-19.55,169.2667,30.2,67,2,2.26,VU,1680479521
373,capelinha,-17.6914,-42.5158,18.36,92,96,2.78,BR,1680479521
374,wilmington,34.2257,-77.9447,16.95,59,0,3.6,US,1680479431
375,marsabit,2.3284,37.9899,20.82,69,82,6.97,KE,1680479521
376,beringovskiy,63.05,179.3167,-3.78,83,99,2.75,RU,1680479521
377,westport,41.1415,-73.3579,8.63,26,0,5.66,US,1680479521
378,orebro,59.2741,15.2066,-1.9,64,7,1.54,SE,1680479521
379,kotido,2.9806,34.1331,21.05,73,78,1.53,UG,1680479521
380,calvinia,-31.4707,19.776,12.41,84,41,3.37,ZA,1680479521
381,sunzha,43.3211,45.0522,2.19,57,75,1.49,RU,1680479522
382,pyatovskiy,54.6891,36.0563,7.02,92,100,1.68,RU,1680479522
383,maxixe,-23.8597,35.3472,22.14,74,28,1.55,MZ,1680479522
384,spas-demensk,54.4122,34.0226,4.3,99,100,1.41,RU,1680479522
385,beaumont,30.0861,-94.1019,25.13,81,75,6.17,US,1680479522
386,ponta delgada,37.7333,-25.6667,13.4,62,20,3.6,PT,1680479522
387,trairi,-3.2778,-39.2689,23.78,90,100,0.21,BR,1680479459
388,adre,13.4667,22.2,23.86,15,28,2.82,TD,1680479522
389,christchurch,-43.5333,172.6333,16.62,67,100,3.09,NZ,1680479356
390,richards bay,-28.783,32.0377,22.52,81,38,7.23,ZA,1680479522
391,sakaiminato,35.55,133.2333,11.96,71,75,2.06,JP,1680479523
392,tiksi,71.6872,128.8694,-7.14,80,100,8.48,RU,1680479523
393,gamba,-2.65,10.0,25.82,86,89,2.72,GA,1680479523
394,manta,-0.95,-80.7333,26.88,78,40,3.6,EC,1680479523
395,carmen,18.6333,-91.8333,27.57,74,3,6.23,MX,1680479523
396,fountain,38.6822,-104.7008,21.12,11,0,11.32,US,1680479523
397,daly city,37.7058,-122.4619,14.67,70,75,10.73,US,1680479466
398,tahta,26.7693,31.5021,18.9,22,0,2.72,EG,1680479523
399,aswan,24.0934,32.907,20.61,19,0,1.54,EG,1680479523
400,bajil,15.0584,43.2851,25.63,78,58,3.63,YE,1680479523
401,tual,-5.6667,132.75,27.84,73,99,3.07,ID,1680479523
402,inta,66.0317,60.1659,-10.02,95,86,4.07,RU,1680479524
403,puerto colombia,10.9878,-74.9547,27.05,85,30,14.06,CO,1680479524
404,fairbanks,64.8378,-147.7164,-0.78,77,100,6.17,US,1680479491
405,port-cartier,50.0334,-66.8654,-6.18,69,10,11.59,CA,1680479524
406,kloulklubed,7.0419,134.2556,27.28,70,28,0.98,PW,1680479524
407,juneau,58.3019,-134.4197,6.79,87,100,3.6,US,1680479469
408,marawi,7.9986,124.2928,22.46,88,59,1.25,PH,1680479524
409,promyshlennaya,54.9159,85.6385,-5.47,83,100,3.01,RU,1680479524
410,barabai,-2.5833,115.3833,25.24,92,91,0.53,ID,1680479525
411,black diamond,47.3087,-122.0032,8.24,83,100,2.24,US,1680479525
412,borovskoy,53.8,64.15,0.25,71,0,3.26,KZ,1680479525
413,macae,-22.3708,-41.7869,23.86,73,0,2.06,BR,1680479525
414,turbat,26.0023,63.044,22.74,72,0,2.51,PK,1680479525
415,clyde river,70.4692,-68.5914,-23.87,84,0,1.54,CA,1680479461
416,oxapampa,-10.5775,-75.4017,15.08,97,57,1.25,PE,1680479242
417,balkanabat,39.5108,54.3671,9.06,74,100,3.09,TM,1680479525
418,uruacu,-14.5247,-49.1408,20.88,93,98,0.22,BR,1680479508
419,quatre cocos,-20.2078,57.7625,26.06,83,84,3.43,MU,1680479525
420,mananara,-16.1667,49.7667,23.81,94,100,1.17,MG,1680479525
421,arkhipo-osipovka,44.37,38.52,9.2,88,88,1.81,RU,1680479526
422,la palma,33.8464,-118.0467,21.77,61,0,5.14,US,1680479526
423,oxford,51.7522,-1.256,4.47,88,3,3.09,GB,1680479355
424,neiafu,-18.65,-173.9833,29.38,65,20,5.14,TO,1680479526
425,shestakovo,56.4915,103.96,-11.27,91,94,2.35,RU,1680479526
426,lima,-12.0432,-77.0282,27.17,62,75,5.14,PE,1680479286
427,bangad,15.5036,121.0275,26.92,70,27,1.81,PH,1680479526
428,deputatskiy,69.3,139.9,-16.54,81,96,1.28,RU,1680479526
429,araouane,18.9048,-3.5265,26.33,6,17,5.36,ML,1680479526
430,sarlat-la-caneda,44.889,1.2166,7.85,90,93,2.71,FR,1680479526
431,shevchenkove,49.6959,37.1735,7.82,73,100,5.32,UA,1680479527
432,arlit,18.7369,7.3853,24.53,5,100,4.3,NE,1680479527
433,fenelon falls,44.5334,-78.7496,1.77,58,53,3.9,CA,1680479527
434,krasnoselkup,65.7,82.4667,-5.13,96,100,3.59,RU,1680479527
435,staraya mayna,54.6,48.95,1.06,81,92,2.29,RU,1680479527
436,kokkola,63.8385,23.1307,-12.91,92,18,0.51,FI,1680479527
437,tessalit,20.1986,1.0114,25.53,7,27,3.64,ML,1680479527
438,santa clara,22.4,-79.9667,26.81,61,20,7.2,CU,1680479527
439,petropavlovsk-kamchatskiy,53.0452,158.6483,2.33,65,0,4.0,RU,1680479528
440,brownsville,25.9018,-97.4975,29.0,75,40,6.69,US,1680479528
441,auki,-8.7676,160.7034,29.94,65,63,0.88,SB,1680479528
442,havre-saint-pierre,50.2334,-63.5986,-1.8,69,75,8.75,CA,1680479528
443,puerto asis,0.5133,-76.5007,21.04,88,74,0.66,CO,1680479528
444,guane,22.2025,-84.0875,25.09,75,30,1.48,CU,1680479528
445,kyshtovka,56.555,76.6271,-6.24,81,12,3.89,RU,1680479528
446,atbasar,51.8,68.3333,-3.37,74,0,3.39,KZ,1680479528
447,kruisfontein,-34.0033,24.7314,18.82,82,100,5.51,ZA,1680479528
448,novovarshavka,54.1721,74.6946,-5.53,77,2,2.62,RU,1680479529
449,ginir,7.1333,40.7,15.3,84,99,1.7,ET,1680479529
450,tabou,4.423,-7.3528,26.29,87,23,2.0,CI,1680479529
451,berdigestyakh,62.0989,126.6992,-11.94,92,66,2.75,RU,1680479529
452,salvacion,7.9833,126.1333,25.0,92,96,0.81,PH,1680479529
453,najran,17.4924,44.1277,18.36,51,95,3.99,SA,1680479529
454,bac lieu,9.285,105.7244,27.43,73,39,2.19,VN,1680479529
455,bahia blanca,-38.7196,-62.2724,22.68,52,87,0.89,AR,1680479529
456,bonthe,7.5264,-12.505,26.31,88,0,2.62,SL,1680479529
457,bagotville,-28.9833,153.4167,22.58,76,49,2.98,AU,1680479529
458,komsomolskiy,40.4272,71.7189,12.4,76,97,3.09,UZ,1680479530
459,lucapa,-8.4192,20.7447,17.82,97,59,0.37,AO,1680479530
460,zeya,53.75,127.2667,2.71,93,100,3.71,RU,1680479530
461,karpathos,35.507,27.2132,16.98,77,41,3.09,GR,1680479530
462,paita,-5.0892,-81.1144,26.92,80,91,5.64,PE,1680479530
463,san vicente,-26.6167,-54.1333,15.32,40,1,1.3,AR,1680479530
464,parry sound,45.3501,-80.033,3.03,41,83,1.08,CA,1680479530
465,samarai,-10.6167,150.6667,28.82,73,86,4.67,PG,1680479531
466,safaga,26.7292,33.9365,21.07,38,0,4.3,EG,1680479531
467,kargasok,59.0556,80.8572,-2.37,88,98,5.12,RU,1680479531
468,honiara,-9.4333,159.95,30.64,66,91,3.39,SB,1680479531
469,berlevag,70.8578,29.0864,-3.03,74,88,7.47,NO,1680479531
470,gold coast,-28.0,153.4333,26.61,77,75,5.66,AU,1680479489
471,beyneu,45.3167,55.2,6.6,66,7,2.28,KZ,1680479531
472,jambi,-1.6,103.6167,22.8,97,100,0.87,ID,1680479531
473,ulaangom,49.9811,92.0667,-14.89,50,26,1.05,MN,1680479531
474,poronaysk,49.2167,143.1167,1.32,82,17,0.58,RU,1680479532
475,ihosy,-22.4,46.1167,18.82,96,85,2.23,MG,1680479532
476,supaul,26.1167,86.6,21.45,51,0,1.38,IN,1680479532
477,pangnirtung,66.1451,-65.7125,-16.95,75,100,3.32,CA,1680479532
478,waipawa,-41.4122,175.5153,12.39,87,96,4.79,NZ,1680479532
479,ipojuca,-8.3989,-35.0639,27.95,81,100,1.76,BR,1680479532
480,marechal candido rondon,-24.5561,-54.0567,21.0,73,0,1.36,BR,1680479532
481,querfurt,51.3833,11.6,1.92,90,52,4.14,DE,1680479532
482,khandyga,62.6667,135.6,-11.51,90,99,2.6,RU,1680479532
483,salinopolis,-0.6136,-47.3561,25.32,84,50,3.87,BR,1680479436
484,kilindoni,-7.9139,39.6668,27.14,80,93,6.1,TZ,1680479533
485,tacuati,-23.45,-56.5833,25.51,67,52,1.43,PY,1680479533
486,shanghai,31.2222,121.4581,13.93,70,75,6.0,CN,1680479533
487,vyartsilya,62.1764,30.693,-7.0,90,8,4.44,RU,1680479533
488,saint-raymond,45.467,-73.6095,0.18,49,20,7.2,CA,1680479533
489,byron bay,-28.65,153.6167,22.62,74,55,3.16,AU,1680479392
490,capao bonito,-24.0058,-48.3494,15.39,97,37,2.8,BR,1680479533
491,siavonga,-16.5382,28.7088,21.29,78,100,3.0,ZM,1680479534
492,yining,29.0361,114.5636,19.87,96,100,1.53,CN,1680479534
493,netivot,31.4222,34.5886,14.44,60,6,2.54,IL,1680479534
494,nabire,-3.3667,135.4833,24.61,88,100,1.57,ID,1680479534
495,mnogovershinnyy,53.9353,139.9242,-1.79,80,91,0.36,RU,1680479535
496,yushu,44.8,126.5333,15.8,21,97,5.82,CN,1680479535
497,buala,-8.145,159.5921,29.61,69,94,4.37,SB,1680479535
498,ambon,-3.6954,128.1814,26.08,83,20,1.54,ID,1680479535
499,letka,59.6011,49.4232,2.35,98,100,1.59,RU,1680479535
500,san jeronimo,-11.9472,-75.2829,10.9,81,95,2.44,PE,1680479535
501,semporna,4.4818,118.6112,24.54,91,100,2.62,MY,1680479535
502,muros,42.7762,-9.0603,9.35,86,79,3.0,ES,1680479536
503,harboore,56.6175,8.1807,0.08,92,1,3.33,DK,1680479536
504,erzin,36.9559,36.2,11.91,84,84,1.62,TR,1680479536
505,jaisalmer,26.9147,70.9181,23.51,58,1,7.2,IN,1680479536
506,den helder,52.9599,4.7593,4.99,72,0,6.26,NL,1680479536
507,saint-michel-des-saints,46.6834,-73.9159,-2.81,96,90,1.89,CA,1680479536
508,mizdah,31.4451,12.9801,10.86,64,25,6.89,LY,1680479536
509,waingapu,-9.6567,120.2641,26.61,79,99,1.08,ID,1680479536
510,haradok,55.4624,29.9816,-2.32,93,100,5.68,BY,1680479536
511,tabuk,17.4189,121.4443,24.15,85,79,1.25,PH,1680479537
512,oga,46.4631,10.347,4.38,96,62,2.78,IT,1680479537
513,belmonte,-15.8631,-38.8828,25.99,76,53,2.96,BR,1680479537
514,yerofey pavlovich,53.9667,121.9667,-7.99,84,100,4.03,RU,1680479537
515,kaka,37.3482,59.6143,8.52,65,41,1.02,TM,1680479537
516,nome,64.5011,-165.4064,-10.47,79,0,2.57,US,1680479537
517,bongaree,-27.0797,153.1586,25.01,71,17,7.02,AU,1680479537
518,taoudenni,22.6783,-3.9836,28.41,6,0,4.18,ML,1680479537
519,beidao,34.5686,105.8933,4.12,97,100,3.1,CN,1680479537
520,antofagasta,-23.65,-70.4,22.6,84,37,1.83,CL,1680479238
521,kingsport,36.5484,-82.5618,16.51,31,0,1.54,US,1680479350
522,sandakan,5.8402,118.1179,24.82,94,20,2.06,MY,1680479538
523,marsh harbour,26.5412,-77.0636,24.56,78,1,3.8,BS,1680479538
524,nanfeng,23.7434,111.7959,21.55,96,100,1.07,CN,1680479538
525,jatai,-17.8814,-51.7144,21.08,83,74,0.55,BR,1680479538
526,malakal,9.5334,31.6605,27.98,13,14,3.12,SS,1680479538
527,selu,19.4667,76.4667,25.15,30,50,3.12,IN,1680479538
528,lagos,6.5833,3.75,28.18,86,65,1.7,NG,1680479538
529,lompoc,34.6391,-120.4579,19.32,74,40,12.07,US,1680479538
530,tomatlan,19.9333,-105.25,27.29,53,93,2.97,MX,1680479538
531,kadhan,24.481,68.9859,23.65,77,5,6.01,PK,1680479538
532,aberdeen,57.1437,-2.0981,3.27,91,33,3.09,GB,1680479539
533,dargaville,-35.9333,173.8833,19.44,49,75,5.5,NZ,1680479539
534,highland,34.1283,-117.2086,22.48,43,0,4.12,US,1680479539
535,vung tau,10.346,107.0843,26.69,81,16,3.0,VN,1680479539
536,naryan-mar,67.6713,53.087,-15.4,98,70,2.29,RU,1680479539
537,comodoro rivadavia,-45.8667,-67.5,14.92,36,0,3.09,AR,1680479427
538,paris,48.8534,2.3488,7.1,85,100,5.14,FR,1680479400
539,puqi,29.7167,113.8833,20.47,92,100,1.82,CN,1680479539
540,abu samrah,35.3029,37.1841,10.45,86,48,1.44,SY,1680479539
541,eurajoki,61.2,21.7333,-3.99,94,11,2.39,FI,1680479539
542,itacoatiara,-3.1431,-58.4442,22.35,99,100,0.65,BR,1680479335
543,jaru,-10.4389,-62.4664,22.7,96,71,1.33,BR,1680479540
544,ampanihy,-24.7,44.75,21.69,86,74,3.9,MG,1680479540
545,fukue,32.6881,128.8419,15.2,67,0,5.66,JP,1680479540
546,guapi,2.5708,-77.8854,25.2,88,100,0.89,CO,1680479540
547,adrar,20.5022,-10.0711,24.73,5,0,3.35,MR,1680479540
548,morant bay,17.8815,-76.4093,27.79,81,13,4.24,JM,1680479540
549,pringsewu,-5.3582,104.9744,23.25,90,99,1.12,ID,1680479540
550,kudahuvadhoo,2.6708,72.8944,27.7,70,31,1.42,MV,1680479540
551,ibra,22.6906,58.5334,23.04,36,26,0.45,OM,1680479540
552,luangwa,-15.6167,30.4167,20.85,89,70,1.39,ZM,1680479541
553,gumdag,39.2061,54.5906,9.55,69,99,4.92,TM,1680479541
554,naron,43.5167,-8.1528,10.57,75,58,8.73,ES,1680479330
555,sobolevo,54.4299,31.8996,0.85,97,100,5.51,RU,1680479541
556,vagamo,61.8751,9.0967,-6.9,93,63,1.38,NO,1680479541
557,swift current,50.2834,-107.8014,-6.55,86,100,7.2,CA,1680479541
558,bathsheba,13.2167,-59.5167,26.34,73,40,9.77,BB,1680479541
559,adamovka,51.5223,59.9396,1.27,71,1,4.34,RU,1680479542
560,basco,20.4487,121.9702,24.0,72,82,7.64,PH,1680479542
561,sao gabriel da cachoeira,-0.1303,-67.0892,23.06,97,75,0.32,BR,1680479543
562,cambre,43.2944,-8.3474,10.11,88,0,1.54,ES,1680479543
563,redwood city,37.4852,-122.2364,14.93,68,75,9.26,US,1680479401
564,tandil,-37.3217,-59.1332,16.91,59,100,1.86,AR,1680479411
565,peniche,39.3558,-9.3811,12.18,85,59,4.94,PT,1680479544
566,rorvik,64.8621,11.2373,3.06,56,100,3.09,NO,1680479544
567,san cristobal,7.7669,-72.225,24.1,86,98,1.43,VE,1680479544
568,kozienice,51.5829,21.5478,2.22,78,100,6.83,PL,1680479544
569,khanpur,28.6453,70.6567,20.87,71,2,5.35,PK,1680479544
570,mehamn,71.0357,27.8492,-3.05,93,94,8.23,NO,1680479544
571,soe,-9.8607,124.284,22.53,75,91,1.2,ID,1680479544
